Date,Open,High,Low,Close,Adj Close,Volume
2022-01-20,4130.000000,4160.000000,4110.000000,4130.000000,3923.193359,86394600
2022-01-21,4130.000000,4170.000000,4110.000000,4170.000000,3961.189941,84972500
2022-01-24,4140.000000,4160.000000,4100.000000,4120.000000,3913.693848,76709900
2022-01-25,4100.000000,4110.000000,4000.000000,4070.000000,3866.197754,185007800
2022-01-26,4030.000000,4100.000000,4030.000000,4090.000000,3885.196289,97589500
2022-01-27,4070.000000,4140.000000,4060.000000,4140.000000,3932.692627,80682900
2022-01-28,4170.000000,4170.000000,4090.000000,4140.000000,3932.692627,84812100
2022-01-31,4170.000000,4170.000000,4070.000000,4070.000000,3866.197754,78498500
2022-02-02,4120.000000,4120.000000,4060.000000,4070.000000,3866.197754,81546300
2022-02-03,4180.000000,4180.000000,4130.000000,4130.000000,3923.193359,157898800
2022-02-04,4170.000000,4210.000000,4150.000000,4210.000000,3999.187256,236602900
2022-02-07,4240.000000,4410.000000,4220.000000,4400.000000,4179.673340,468016600
2022-02-08,4450.000000,4550.000000,4400.000000,4440.000000,4217.670410,310878100
2022-02-09,4400.000000,4500.000000,4380.000000,4450.000000,4227.169434,149000100
2022-02-10,4500.000000,4500.000000,4450.000000,4470.000000,4246.167969,112521600
2022-02-11,4420.000000,4450.000000,4380.000000,4450.000000,4227.169434,103418200
2022-02-14,4450.000000,4450.000000,4380.000000,4410.000000,4189.172852,105260000
2022-02-15,4440.000000,4450.000000,4390.000000,4430.000000,4208.170898,96658500
2022-02-16,4470.000000,4470.000000,4410.000000,4420.000000,4198.671387,89636300
2022-02-17,4390.000000,4410.000000,4340.000000,4400.000000,4179.673340,118305100
2022-02-18,4400.000000,4440.000000,4370.000000,4430.000000,4208.170898,127058000
2022-02-21,4460.000000,4490.000000,4440.000000,4490.000000,4265.166504,133717300
2022-02-22,4440.000000,4470.000000,4420.000000,4430.000000,4208.170898,109060900
2022-02-23,4520.000000,4520.000000,4460.000000,4480.000000,4255.666992,160827800
2022-02-24,4470.000000,4470.000000,4370.000000,4390.000000,4170.173828,217523600
2022-02-25,4450.000000,4550.000000,4410.000000,4550.000000,4322.162109,301346400
2022-03-01,4850.000000,4860.000000,4630.000000,4630.000000,4398.155762,494657800
2022-03-02,4680.000000,4690.000000,4550.000000,4560.000000,4331.661621,186635200
2022-03-04,4720.000000,4730.000000,4610.000000,4670.000000,4436.153320,292022600
2022-03-07,4580.000000,4630.000000,4520.000000,4520.000000,4293.664063,224515800
2022-03-08,4500.000000,4560.000000,4430.000000,4430.000000,4208.170898,214870200
2022-03-09,4530.000000,4590.000000,4500.000000,4570.000000,4341.160156,191967100
2022-03-10,4640.000000,4640.000000,4510.000000,4570.000000,4341.160156,225575800
2022-03-11,4400.000000,4440.000000,4370.000000,4400.000000,4345.359375,275965300
2022-03-14,4440.000000,4540.000000,4410.000000,4520.000000,4463.869141,212052100
2022-03-15,4550.000000,4640.000000,4530.000000,4610.000000,4552.751465,357755700
2022-03-16,4650.000000,4660.000000,4610.000000,4650.000000,4592.254883,226817000
2022-03-17,4690.000000,4700.000000,4610.000000,4650.000000,4592.254883,224068000
2022-03-18,4700.000000,4700.000000,4580.000000,4580.000000,4523.124023,257863400
2022-03-21,4600.000000,4630.000000,4560.000000,4590.000000,4533.000000,118791900
2022-03-22,4690.000000,4710.000000,4640.000000,4640.000000,4582.378906,177758500
2022-03-23,4680.000000,4690.000000,4620.000000,4650.000000,4592.254883,146545100
2022-03-24,4640.000000,4730.000000,4620.000000,4730.000000,4671.261230,206271600
2022-03-25,4760.000000,4760.000000,4650.000000,4710.000000,4651.509766,137104800
2022-03-28,4730.000000,4740.000000,4670.000000,4730.000000,4671.261230,106801800
2022-03-29,4750.000000,4750.000000,4670.000000,4690.000000,4631.757813,93155100
2022-03-30,4740.000000,4740.000000,4690.000000,4710.000000,4651.509766,83364400
2022-03-31,4700.000000,4750.000000,4660.000000,4660.000000,4602.130371,158650000
2022-04-01,4690.000000,4730.000000,4630.000000,4730.000000,4671.261230,145105000
2022-04-04,4730.000000,4730.000000,4660.000000,4700.000000,4641.633789,103902000
2022-04-05,4730.000000,4740.000000,4670.000000,4700.000000,4641.633789,76154300
2022-04-06,4690.000000,4690.000000,4600.000000,4600.000000,4542.875488,111009800
2022-04-07,4670.000000,4670.000000,4620.000000,4630.000000,4572.502930,91942500
2022-04-08,4630.000000,4650.000000,4600.000000,4610.000000,4552.751465,125657900
2022-04-11,4600.000000,4620.000000,4570.000000,4570.000000,4513.248047,109861100
2022-04-12,4550.000000,4610.000000,4550.000000,4610.000000,4552.751465,96961200
2022-04-13,4640.000000,4640.000000,4590.000000,4610.000000,4552.751465,112327600
2022-04-14,4600.000000,4610.000000,4530.000000,4540.000000,4483.620605,150659600
2022-04-18,4550.000000,4580.000000,4540.000000,4550.000000,4493.496582,82795100
2022-04-19,4550.000000,4600.000000,4540.000000,4570.000000,4513.248047,148475600
2022-04-20,4610.000000,4870.000000,4600.000000,4850.000000,4789.770996,404383100
2022-04-21,4850.000000,4850.000000,4760.000000,4800.000000,4740.392090,208253300
2022-04-22,4750.000000,4850.000000,4720.000000,4750.000000,4691.012695,174349500
2022-04-25,4700.000000,4850.000000,4670.000000,4840.000000,4779.895508,235752400
2022-04-26,4840.000000,4980.000000,4830.000000,4940.000000,4878.653320,262734300
2022-04-27,4900.000000,4930.000000,4850.000000,4850.000000,4789.770996,191955100
2022-04-28,4870.000000,4930.000000,4860.000000,4870.000000,4809.522949,193821200
2022-05-09,4750.000000,4760.000000,4530.000000,4530.000000,4473.745117,561600400
2022-05-10,4260.000000,4530.000000,4260.000000,4530.000000,4473.745117,435782800
2022-05-11,4550.000000,4580.000000,4480.000000,4490.000000,4434.241699,205233800
2022-05-12,4490.000000,4490.000000,4300.000000,4320.000000,4266.353027,207373600
2022-05-13,4250.000000,4360.000000,4250.000000,4250.000000,4197.222168,336711300
2022-05-17,4270.000000,4520.000000,4270.000000,4450.000000,4394.738281,272650400
2022-05-18,4500.000000,4530.000000,4430.000000,4450.000000,4394.738281,129716500
2022-05-19,4350.000000,4460.000000,4300.000000,4440.000000,4384.862793,132614900
2022-05-20,4440.000000,4490.000000,4410.000000,4430.000000,4374.986816,122101000
2022-05-23,4410.000000,4440.000000,4320.000000,4330.000000,4276.228516,175709000
2022-05-24,4320.000000,4500.000000,4320.000000,4460.000000,4404.614258,165758600
2022-05-25,4430.000000,4450.000000,4350.000000,4350.000000,4295.980469,138961700
2022-05-27,4500.000000,4540.000000,4440.000000,4540.000000,4483.620605,209962100
2022-05-30,4540.000000,4540.000000,4390.000000,4430.000000,4374.986816,193724500
2022-05-31,4470.000000,4630.000000,4450.000000,4630.000000,4572.502930,379626500
2022-06-02,4540.000000,4600.000000,4480.000000,4480.000000,4424.365723,225697500
2022-06-03,4530.000000,4570.000000,4510.000000,4520.000000,4463.869141,117643300
2022-06-06,4470.000000,4510.000000,4400.000000,4430.000000,4374.986816,157277700
2022-06-07,4460.000000,4460.000000,4400.000000,4400.000000,4345.359375,133318000
2022-06-08,4400.000000,4470.000000,4380.000000,4470.000000,4414.490234,150604000
2022-06-09,4500.000000,4520.000000,4480.000000,4490.000000,4434.241699,161768800
2022-06-10,4470.000000,4470.000000,4360.000000,4400.000000,4345.359375,222410400
2022-06-13,4260.000000,4350.000000,4260.000000,4340.000000,4286.104492,164017200
2022-06-14,4300.000000,4410.000000,4300.000000,4360.000000,4305.855957,150381800
2022-06-15,4360.000000,4450.000000,4360.000000,4450.000000,4394.738281,160729900
2022-06-16,4420.000000,4530.000000,4410.000000,4430.000000,4374.986816,240023000
2022-06-17,4370.000000,4400.000000,4350.000000,4370.000000,4315.731934,185763100
2022-06-20,4400.000000,4410.000000,4340.000000,4400.000000,4345.359375,95058800
2022-06-21,4430.000000,4430.000000,4380.000000,4380.000000,4325.607910,103964600
2022-06-22,4410.000000,4410.000000,4310.000000,4320.000000,4266.353027,106208500
2022-06-23,4300.000000,4360.000000,4300.000000,4310.000000,4256.477051,127600700
2022-06-24,4320.000000,4350.000000,4310.000000,4340.000000,4286.104492,66083900
2022-06-27,4310.000000,4330.000000,4270.000000,4280.000000,4226.849609,152306100
2022-06-28,4320.000000,4330.000000,4280.000000,4300.000000,4246.601074,178535800
2022-06-29,4280.000000,4310.000000,4180.000000,4180.000000,4128.091309,228536100
2022-06-30,4120.000000,4220.000000,4120.000000,4150.000000,4098.463867,239939100
2022-07-01,4150.000000,4200.000000,4110.000000,4140.000000,4088.588135,154659500
2022-07-04,4090.000000,4120.000000,3960.000000,4040.000000,3989.829834,246853600
2022-07-05,4040.000000,4160.000000,4040.000000,4090.000000,4039.208984,180648400
2022-07-06,4050.000000,4100.000000,4020.000000,4080.000000,4029.333252,125309100
2022-07-07,4040.000000,4110.000000,4040.000000,4050.000000,3999.705811,172127500
2022-07-08,4090.000000,4200.000000,4050.000000,4200.000000,4147.842773,112914000
2022-07-11,4150.000000,4170.000000,4100.000000,4120.000000,4068.836426,80867700
2022-07-12,4120.000000,4140.000000,4100.000000,4110.000000,4058.960693,56085200
2022-07-13,4110.000000,4130.000000,4030.000000,4060.000000,4009.581543,165745200
2022-07-14,4010.000000,4090.000000,4010.000000,4070.000000,4019.457520,188729700
2022-07-15,4060.000000,4120.000000,4050.000000,4110.000000,4058.960693,91362800
2022-07-18,4110.000000,4140.000000,4080.000000,4140.000000,4088.588135,135284500
2022-07-19,4150.000000,4150.000000,4110.000000,4110.000000,4058.960693,122905900
2022-07-20,4180.000000,4300.000000,4160.000000,4300.000000,4246.601074,220223600
2022-07-21,4300.000000,4310.000000,4230.000000,4310.000000,4256.477051,130405400
2022-07-22,4330.000000,4330.000000,4270.000000,4270.000000,4216.973633,86561100
2022-07-25,4250.000000,4300.000000,4250.000000,4250.000000,4197.222168,60952800
2022-07-26,4270.000000,4350.000000,4260.000000,4330.000000,4276.228516,97709800
2022-07-27,4380.000000,4380.000000,4300.000000,4320.000000,4266.353027,88570800
2022-07-28,4340.000000,4400.000000,4340.000000,4360.000000,4305.855957,136421400
2022-07-29,4390.000000,4430.000000,4340.000000,4360.000000,4305.855957,228669400
2022-08-01,4390.000000,4410.000000,4330.000000,4360.000000,4305.855957,200791700
2022-08-02,4360.000000,4400.000000,4300.000000,4400.000000,4345.359375,173931000
2022-08-03,4410.000000,4420.000000,4350.000000,4380.000000,4325.607910,103412300
2022-08-04,4380.000000,4390.000000,4350.000000,4360.000000,4305.855957,120175700
2022-08-05,4360.000000,4400.000000,4320.000000,4360.000000,4305.855957,168879400
2022-08-08,4360.000000,4400.000000,4340.000000,4370.000000,4315.731934,107242600
2022-08-09,4400.000000,4470.000000,4390.000000,4410.000000,4355.235352,181747100
2022-08-10,4350.000000,4370.000000,4300.000000,4310.000000,4256.477051,205341100
2022-08-11,4380.000000,4410.000000,4340.000000,4350.000000,4295.980469,193329000
2022-08-12,4340.000000,4350.000000,4320.000000,4320.000000,4266.353027,103916700
2022-08-15,4330.000000,4350.000000,4300.000000,4300.000000,4246.601074,135099400
2022-08-16,4350.000000,4350.000000,4270.000000,4280.000000,4226.849609,205432400
2022-08-18,4330.000000,4340.000000,4310.000000,4330.000000,4276.228516,138795300
2022-08-19,4340.000000,4340.000000,4300.000000,4300.000000,4246.601074,84552100
2022-08-22,4320.000000,4330.000000,4270.000000,4270.000000,4216.973633,121124400
2022-08-23,4260.000000,4310.000000,4260.000000,4300.000000,4246.601074,107799500
2022-08-24,4300.000000,4330.000000,4280.000000,4290.000000,4236.725586,75055900
2022-08-25,4280.000000,4300.000000,4270.000000,4270.000000,4216.973633,117653800
2022-08-26,4280.000000,4290.000000,4270.000000,4270.000000,4216.973633,87375200
2022-08-29,4250.000000,4270.000000,4220.000000,4250.000000,4197.222168,88409800
2022-08-30,4250.000000,4300.000000,4250.000000,4260.000000,4207.098145,157219500
2022-08-31,4250.000000,4350.000000,4240.000000,4340.000000,4286.104492,191475700
2022-09-01,4320.000000,4390.000000,4310.000000,4390.000000,4335.483398,139929300
2022-09-02,4410.000000,4450.000000,4380.000000,4450.000000,4394.738281,220616600
2022-09-05,4430.000000,4600.000000,4420.000000,4590.000000,4533.000000,261126600
2022-09-06,4670.000000,4690.000000,4550.000000,4560.000000,4503.372559,188042700
2022-09-07,4510.000000,4550.000000,4460.000000,4460.000000,4404.614258,231936700
2022-09-08,4480.000000,4620.000000,4480.000000,4600.000000,4542.875488,250373200
2022-09-09,4640.000000,4640.000000,4570.000000,4610.000000,4552.751465,119286700
2022-09-12,4610.000000,4630.000000,4560.000000,4560.000000,4503.372559,97988000
2022-09-13,4560.000000,4640.000000,4560.000000,4580.000000,4523.124023,141828800
2022-09-14,4520.000000,4610.000000,4510.000000,4580.000000,4523.124023,149960600
2022-09-15,4600.000000,4700.000000,4590.000000,4610.000000,4552.751465,295664100
2022-09-16,4610.000000,4620.000000,4500.000000,4500.000000,4444.117676,282492200
2022-09-19,4520.000000,4600.000000,4500.000000,4570.000000,4513.248047,134432000
2022-09-20,4570.000000,4600.000000,4490.000000,4490.000000,4434.241699,138695500
2022-09-21,4490.000000,4550.000000,4470.000000,4550.000000,4493.496582,159976900
2022-09-22,4500.000000,4580.000000,4500.000000,4560.000000,4503.372559,100425300
2022-09-23,4540.000000,4560.000000,4480.000000,4480.000000,4424.365723,139074000
2022-09-26,4480.000000,4540.000000,4410.000000,4540.000000,4483.620605,280747500
2022-09-27,4500.000000,4550.000000,4480.000000,4530.000000,4473.745117,213704600
2022-09-28,4510.000000,4560.000000,4480.000000,4520.000000,4463.869141,161815300
2022-09-29,4520.000000,4540.000000,4460.000000,4480.000000,4424.365723,169368600
2022-09-30,4450.000000,4510.000000,4410.000000,4490.000000,4434.241699,224229200
2022-10-03,4500.000000,4550.000000,4480.000000,4530.000000,4473.745117,159559600
2022-10-04,4560.000000,4650.000000,4560.000000,4640.000000,4582.378906,256367100
2022-10-05,4660.000000,4660.000000,4540.000000,4540.000000,4483.620605,182246200
2022-10-06,4540.000000,4570.000000,4510.000000,4510.000000,4453.993164,123346200
2022-10-07,4480.000000,4490.000000,4430.000000,4440.000000,4384.862793,133678600
2022-10-10,4420.000000,4430.000000,4340.000000,4370.000000,4315.731934,193923600
2022-10-11,4390.000000,4430.000000,4370.000000,4430.000000,4374.986816,133742200
2022-10-12,4470.000000,4470.000000,4400.000000,4400.000000,4345.359375,128741800
2022-10-13,4390.000000,4420.000000,4350.000000,4350.000000,4295.980469,104269900
2022-10-14,4380.000000,4390.000000,4270.000000,4270.000000,4216.973633,180841100
2022-10-17,4270.000000,4320.000000,4260.000000,4300.000000,4246.601074,145506000
2022-10-18,4280.000000,4340.000000,4280.000000,4290.000000,4236.725586,161444100
2022-10-19,4280.000000,4340.000000,4280.000000,4300.000000,4246.601074,81682300
2022-10-20,4280.000000,4400.000000,4280.000000,4390.000000,4335.483398,149521700
2022-10-21,4360.000000,4460.000000,4360.000000,4430.000000,4374.986816,165052200
2022-10-24,4430.000000,4540.000000,4430.000000,4500.000000,4444.117676,186997700
2022-10-25,4560.000000,4610.000000,4550.000000,4590.000000,4533.000000,233948800
2022-10-26,4600.000000,4610.000000,4500.000000,4530.000000,4473.745117,178298500
2022-10-27,4550.000000,4600.000000,4530.000000,4600.000000,4542.875488,131385300
2022-10-28,4600.000000,4630.000000,4560.000000,4630.000000,4572.502930,227256400
2022-10-31,4630.000000,4680.000000,4630.000000,4650.000000,4592.254883,275184000
2022-11-01,4690.000000,4700.000000,4630.000000,4660.000000,4602.130371,230590200
2022-11-02,4680.000000,4680.000000,4570.000000,4610.000000,4552.751465,163816900
2022-11-03,4630.000000,4660.000000,4590.000000,4650.000000,4592.254883,174423000
2022-11-04,4650.000000,4660.000000,4610.000000,4650.000000,4592.254883,85292300
2022-11-07,4650.000000,4690.000000,4610.000000,4690.000000,4631.757813,112070500
2022-11-08,4690.000000,4690.000000,4610.000000,4620.000000,4562.627441,80916300
2022-11-09,4600.000000,4650.000000,4600.000000,4650.000000,4592.254883,126493900
2022-11-10,4560.000000,4580.000000,4520.000000,4530.000000,4473.745117,196277400
2022-11-11,4620.000000,4650.000000,4590.000000,4650.000000,4592.254883,153238500
2022-11-14,4620.000000,4640.000000,4550.000000,4580.000000,4523.124023,140187600
2022-11-15,4580.000000,4610.000000,4560.000000,4580.000000,4523.124023,87986300
2022-11-16,4590.000000,4610.000000,4490.000000,4520.000000,4463.869141,245789200
2022-11-17,4520.000000,4670.000000,4500.000000,4670.000000,4612.006348,214514600
2022-11-18,4670.000000,4680.000000,4610.000000,4610.000000,4552.751465,105313200
2022-11-21,4620.000000,4630.000000,4560.000000,4590.000000,4533.000000,82279300
2022-11-22,4570.000000,4670.000000,4570.000000,4590.000000,4533.000000,154866000
2022-11-23,4640.000000,4670.000000,4630.000000,4670.000000,4612.006348,147280600
2022-11-24,4700.000000,4740.000000,4670.000000,4720.000000,4661.385254,156735700
2022-11-25,4700.000000,4750.000000,4690.000000,4750.000000,4691.012695,177861100
2022-11-28,4730.000000,4830.000000,4730.000000,4820.000000,4760.143555,214611600
2022-11-29,4820.000000,4860.000000,4790.000000,4850.000000,4789.770996,184916300
2022-11-30,4810.000000,4980.000000,4800.000000,4980.000000,4918.156738,560639800
2022-12-01,5000.000000,5025.000000,4900.000000,4940.000000,4878.653320,267382600
2022-12-02,4900.000000,4930.000000,4860.000000,4890.000000,4829.274414,199981400
2022-12-05,4910.000000,4930.000000,4860.000000,4890.000000,4829.274414,88463000
2022-12-06,4860.000000,4890.000000,4800.000000,4860.000000,4799.646973,151325300
2022-12-07,4840.000000,4840.000000,4740.000000,4760.000000,4700.888672,253330100
2022-12-08,4760.000000,4840.000000,4710.000000,4840.000000,4779.895508,154313900
2022-12-09,4830.000000,4840.000000,4760.000000,4800.000000,4740.392090,203573100
2022-12-12,4800.000000,4850.000000,4760.000000,4850.000000,4789.770996,139582400
2022-12-13,4870.000000,4980.000000,4840.000000,4970.000000,4908.280762,194233200
2022-12-14,5000.000000,5000.000000,4870.000000,4980.000000,4918.156738,201275800
2022-12-15,4900.000000,4940.000000,4880.000000,4910.000000,4849.025879,170702300
2022-12-16,4820.000000,4980.000000,4820.000000,4980.000000,4918.156738,594601900
2022-12-19,4970.000000,4980.000000,4920.000000,4970.000000,4908.280762,82959800
2022-12-20,4930.000000,4970.000000,4890.000000,4910.000000,4849.025879,78671600
2022-12-21,4910.000000,4940.000000,4870.000000,4890.000000,4829.274414,71277800
2022-12-22,4910.000000,4970.000000,4900.000000,4960.000000,4898.405273,87321400
2022-12-23,4920.000000,4940.000000,4880.000000,4880.000000,4819.398438,53350600
2022-12-26,4900.000000,4930.000000,4890.000000,4930.000000,4868.777832,43581100
2022-12-27,4930.000000,4950.000000,4860.000000,4870.000000,4809.522949,74123800
2022-12-28,4870.000000,4880.000000,4810.000000,4820.000000,4760.143555,117912500
2022-12-29,4820.000000,4870.000000,4800.000000,4870.000000,4809.522949,106690700
2022-12-30,4870.000000,4950.000000,4870.000000,4940.000000,4878.653320,182091500
